QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
481,Magical String,magical-string,Medium,51.28998677658048,False,"two-pointers,string",algorithms
482,License Key Formatting,license-key-formatting,Easy,43.78443518097373,False,string,algorithms
483,Smallest Good Base,smallest-good-base,Hard,40.5943157232937,False,"math,binary-search",algorithms
484,Find Permutation,find-permutation,Medium,66.87943992587255,True,"array,string,stack,greedy",algorithms
485,Max Consecutive Ones,max-consecutive-ones,Easy,59.06910094251887,False,array,algorithms
486,Predict the Winner,predict-the-winner,Medium,55.41468681478099,False,"array,math,dynamic-programming,recursion,game-theory",algorithms
487,Max Consecutive Ones II,max-consecutive-ones-ii,Medium,50.3530689842477,True,"array,dynamic-programming,sliding-window",algorithms
488,Zuma Game,zuma-game,Hard,32.74535586392122,False,"string,dynamic-programming,stack,breadth-first-search,memoization",algorithms
489,Robot Room Cleaner,robot-room-cleaner,Hard,76.66927448105274,True,"backtracking,interactive",algorithms
490,The Maze,the-maze,Medium,57.88730290231017,True,"array,depth-first-search,breadth-first-search,matrix",algorithms
491,Non-decreasing Subsequences,non-decreasing-subsequences,Medium,60.69537060901193,False,"array,hash-table,backtracking,bit-manipulation",algorithms
492,Construct the Rectangle,construct-the-rectangle,Easy,57.57929116000534,False,math,algorithms
493,Reverse Pairs,reverse-pairs,Hard,30.601412180052957,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
494,Target Sum,target-sum,Medium,46.83199684772644,False,"array,dynamic-programming,backtracking",algorithms
495,Teemo Attacking,teemo-attacking,Easy,56.59131653083054,False,"array,simulation",algorithms
496,Next Greater Element I,next-greater-element-i,Easy,72.19834683862364,False,"array,hash-table,stack,monotonic-stack",algorithms
497,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,Medium,39.98769278856015,False,"array,math,binary-search,reservoir-sampling,prefix-sum,ordered-set,randomized",algorithms
498,Diagonal Traverse,diagonal-traverse,Medium,60.253854038952426,False,"array,matrix,simulation",algorithms
499,The Maze III,the-maze-iii,Hard,48.78757577651397,True,"array,string,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
500,Keyboard Row,keyboard-row,Easy,70.69878886580184,False,"array,hash-table,string",algorithms
501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,Easy,56.108242729464905,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
502,IPO,ipo,Hard,49.52199080981082,False,"array,greedy,sorting,heap-priority-queue",algorithms
503,Next Greater Element II,next-greater-element-ii,Medium,63.859019632333734,False,"array,stack,monotonic-stack",algorithms
504,Base 7,base-7,Easy,50.028876915945375,False,math,algorithms
505,The Maze II,the-maze-ii,Medium,53.38973339511433,True,"array,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
506,Relative Ranks,relative-ranks,Easy,71.5211729574833,False,"array,sorting,heap-priority-queue",algorithms
507,Perfect Number,perfect-number,Easy,40.44312973123134,False,math,algorithms
508,Most Frequent Subtree Sum,most-frequent-subtree-sum,Medium,66.36850260600085,False,"hash-table,tree,depth-first-search,binary-tree",algorithms
509,Fibonacci Number,fibonacci-number,Easy,71.05935453809451,False,"math,dynamic-programming,recursion,memoization",algorithms
510,Inorder Successor in BST II,inorder-successor-in-bst-ii,Medium,60.89980843268176,True,"tree,binary-search-tree,binary-tree",algorithms
511,Game Play Analysis I,game-play-analysis-i,Easy,74.64471298760698,False,database,database
512,Game Play Analysis II,game-play-analysis-ii,Easy,52.79234690108592,True,database,database
513,Find Bottom Left Tree Value,find-bottom-left-tree-value,Medium,71.13276054211454,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
514,Freedom Trail,freedom-trail,Hard,58.980786225218566,False,"string,dynamic-programming,depth-first-search,breadth-first-search",algorithms
515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,Medium,65.66666281901816,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
516,Longest Palindromic Subsequence,longest-palindromic-subsequence,Medium,62.59468034614809,False,"string,dynamic-programming",algorithms
517,Super Washing Machines,super-washing-machines,Hard,41.1950350113417,False,"array,greedy",algorithms
518,Coin Change II,coin-change-ii,Medium,63.86727538280527,False,"array,dynamic-programming",algorithms
519,Random Flip Matrix,random-flip-matrix,Medium,41.89915536217047,False,"hash-table,math,reservoir-sampling,randomized",algorithms
520,Detect Capital,detect-capital,Easy,56.4588726508086,False,string,algorithms
521,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,Easy,60.73208960097525,False,string,algorithms
522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,Medium,41.411501418694804,False,"array,hash-table,two-pointers,string,sorting",algorithms
523,Continuous Subarray Sum,continuous-subarray-sum,Medium,28.9309807007047,False,"array,hash-table,math,prefix-sum",algorithms
524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,Medium,51.18511901005947,False,"array,two-pointers,string,sorting",algorithms
525,Contiguous Array,contiguous-array,Medium,48.92224884680246,False,"array,hash-table,prefix-sum",algorithms
526,Beautiful Arrangement,beautiful-arrangement,Medium,64.24837425200762,False,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
527,Word Abbreviation,word-abbreviation,Hard,60.9720605355064,True,"array,string,greedy,trie,sorting",algorithms
528,Random Pick with Weight,random-pick-with-weight,Medium,46.82835801596915,False,"array,math,binary-search,prefix-sum,randomized",algorithms
529,Minesweeper,minesweeper,Medium,66.62913471139342,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
530,Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,Easy,58.3481753643044,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
531,Lonely Pixel I,lonely-pixel-i,Medium,62.243088461873896,True,"array,hash-table,matrix",algorithms
532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,Medium,42.79928307661387,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
533,Lonely Pixel II,lonely-pixel-ii,Medium,48.60052754982415,True,"array,hash-table,matrix",algorithms
534,Game Play Analysis III,game-play-analysis-iii,Medium,80.7844936101214,True,database,database
535,Encode and Decode TinyURL,encode-and-decode-tinyurl,Medium,86.37057571009602,False,"hash-table,string,design,hash-function",algorithms
536,Construct Binary Tree from String,construct-binary-tree-from-string,Medium,56.89596767736491,True,"string,tree,depth-first-search,binary-tree",algorithms
537,Complex Number Multiplication,complex-number-multiplication,Medium,71.78803847257244,False,"math,string,simulation",algorithms
538,Convert BST to Greater Tree,convert-bst-to-greater-tree,Medium,69.0167477674739,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
539,Minimum Time Difference,minimum-time-difference,Medium,56.830400593242594,False,"array,math,string,sorting",algorithms
540,Single Element in a Sorted Array,single-element-in-a-sorted-array,Medium,59.06243212835234,False,"array,binary-search",algorithms
541,Reverse String II,reverse-string-ii,Easy,50.699805540022865,False,"two-pointers,string",algorithms
542,01 Matrix,01-matrix,Medium,48.43474861563646,False,"array,dynamic-programming,breadth-first-search,matrix",algorithms
543,Diameter of Binary Tree,diameter-of-binary-tree,Easy,60.392819340670755,False,"tree,depth-first-search,binary-tree",algorithms
544,Output Contest Matches,output-contest-matches,Medium,77.13266761768901,True,"string,recursion,simulation",algorithms
545,Boundary of Binary Tree,boundary-of-binary-tree,Medium,45.41471412776707,True,"tree,depth-first-search,binary-tree",algorithms
546,Remove Boxes,remove-boxes,Hard,47.76413138424947,False,"array,dynamic-programming,memoization",algorithms
547,Number of Provinces,number-of-provinces,Medium,66.18094007652118,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
548,Split Array with Equal Sum,split-array-with-equal-sum,Hard,50.08598632607693,True,"array,hash-table,prefix-sum",algorithms
549,Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,Medium,49.47511036968083,True,"tree,depth-first-search,binary-tree",algorithms
550,Game Play Analysis IV,game-play-analysis-iv,Medium,36.24559104274944,False,database,database
551,Student Attendance Record I,student-attendance-record-i,Easy,48.77366425847189,False,string,algorithms
552,Student Attendance Record II,student-attendance-record-ii,Hard,42.83731242569326,False,dynamic-programming,algorithms
553,Optimal Division,optimal-division,Medium,60.721919864166274,False,"array,math,dynamic-programming",algorithms
554,Brick Wall,brick-wall,Medium,54.82849855412797,False,"array,hash-table",algorithms
555,Split Concatenated Strings,split-concatenated-strings,Medium,43.42046111360863,True,"array,string,greedy",algorithms
556,Next Greater Element III,next-greater-element-iii,Medium,34.0536847111784,False,"math,two-pointers,string",algorithms
557,Reverse Words in a String III,reverse-words-in-a-string-iii,Easy,83.06466047759554,False,"two-pointers,string",algorithms
558,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,Medium,49.605419136325146,False,"divide-and-conquer,tree",algorithms
559,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,Easy,72.16217116814609,False,"tree,depth-first-search,breadth-first-search",algorithms
560,Subarray Sum Equals K,subarray-sum-equals-k,Medium,43.60405063577906,False,"array,hash-table,prefix-sum",algorithms
561,Array Partition,array-partition,Easy,78.83010890709153,False,"array,greedy,sorting,counting-sort",algorithms
562,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,Medium,50.37995576535833,True,"array,dynamic-programming,matrix",algorithms
563,Binary Tree Tilt,binary-tree-tilt,Easy,61.839006574141706,False,"tree,depth-first-search,binary-tree",algorithms
564,Find the Closest Palindrome,find-the-closest-palindrome,Hard,22.360004516379238,False,"math,string",algorithms
565,Array Nesting,array-nesting,Medium,56.34607471575528,False,"array,depth-first-search",algorithms
566,Reshape the Matrix,reshape-the-matrix,Easy,63.109861816305646,False,"array,matrix,simulation",algorithms
567,Permutation in String,permutation-in-string,Medium,44.377223103095595,False,"hash-table,two-pointers,string,sliding-window",algorithms
568,Maximum Vacation Days,maximum-vacation-days,Hard,45.62501513207273,True,"array,dynamic-programming,matrix",algorithms
569,Median Employee Salary,median-employee-salary,Hard,65.87776717871122,True,database,database
570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,Medium,50.3373065307813,False,database,database
571,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,Hard,42.38408632752283,True,database,database
572,Subtree of Another Tree,subtree-of-another-tree,Easy,47.906669304600264,False,"tree,depth-first-search,string-matching,binary-tree,hash-function",algorithms
573,Squirrel Simulation,squirrel-simulation,Medium,57.12967472381001,True,"array,math",algorithms
574,Winning Candidate,winning-candidate,Medium,60.698698242817564,True,database,database
575,Distribute Candies,distribute-candies,Easy,67.7093594875516,False,"array,hash-table",algorithms
576,Out of Boundary Paths,out-of-boundary-paths,Medium,48.06440705632703,False,dynamic-programming,algorithms
577,Employee Bonus,employee-bonus,Easy,75.07765267993331,False,database,database
578,Get Highest Answer Rate Question,get-highest-answer-rate-question,Medium,40.29187771280334,True,database,database
579,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,Hard,46.88426899638677,True,database,database
580,Count Student Number in Departments,count-student-number-in-departments,Medium,58.96335715103832,True,database,database
581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,Medium,36.85030710655037,False,"array,two-pointers,stack,greedy,sorting,monotonic-stack",algorithms
582,Kill Process,kill-process,Medium,69.32371697788838,True,"array,hash-table,tree,depth-first-search,breadth-first-search",algorithms
583,Delete Operation for Two Strings,delete-operation-for-two-strings,Medium,61.55370117651153,False,"string,dynamic-programming",algorithms
584,Find Customer Referee,find-customer-referee,Easy,69.8219918805702,False,database,database
585,Investments in 2016,investments-in-2016,Medium,47.61131672238809,False,database,database
586,Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,Easy,64.76007072883216,False,database,database
587,Erect the Fence,erect-the-fence,Hard,51.9007682516182,False,"array,math,geometry",algorithms
588,Design In-Memory File System,design-in-memory-file-system,Hard,48.10342890316298,True,"hash-table,string,design,trie",algorithms
589,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,Easy,75.49814177124557,False,"stack,tree,depth-first-search",algorithms
590,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,Easy,77.89167013133117,False,"stack,tree,depth-first-search",algorithms
591,Tag Validator,tag-validator,Hard,38.206791301030144,False,"string,stack",algorithms
592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,Medium,53.21163550014841,False,"math,string,simulation",algorithms
593,Valid Square,valid-square,Medium,44.005844373158325,False,"math,geometry",algorithms
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,Easy,54.64929539276552,False,"array,hash-table,sliding-window,sorting,counting",algorithms
595,Big Countries,big-countries,Easy,68.1770803870286,False,database,database
596,Classes More Than 5 Students,classes-more-than-5-students,Easy,54.78672162800217,False,database,database
597,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,Easy,41.92203285478409,True,database,database
598,Range Addition II,range-addition-ii,Easy,56.11319064706435,False,"array,math",algorithms
599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,Easy,55.44554696595498,False,"array,hash-table,string",algorithms
600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,Hard,39.796977032772546,False,dynamic-programming,algorithms
601,Human Traffic of Stadium,human-traffic-of-stadium,Hard,48.62859549011921,False,database,database
602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,Medium,57.260405923004576,False,database,database
603,Consecutive Available Seats,consecutive-available-seats,Easy,66.1221350561452,True,database,database
604,Design Compressed String Iterator,design-compressed-string-iterator,Easy,39.7720045599088,True,"array,string,design,iterator",algorithms
605,Can Place Flowers,can-place-flowers,Easy,29.183644654748047,False,"array,greedy",algorithms
606,Construct String from Binary Tree,construct-string-from-binary-tree,Medium,69.21064497648511,False,"string,tree,depth-first-search,binary-tree",algorithms
607,Sales Person,sales-person,Easy,65.70487479413613,False,database,database
608,Tree Node,tree-node,Medium,72.21889786975494,False,database,database
609,Find Duplicate File in System,find-duplicate-file-in-system,Medium,67.63335777257203,False,"array,hash-table,string",algorithms
610,Triangle Judgement,triangle-judgement,Easy,71.42718765529847,False,database,database
611,Valid Triangle Number,valid-triangle-number,Medium,51.14948737474211,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
612,Shortest Distance in a Plane,shortest-distance-in-a-plane,Medium,61.38830268314742,True,database,database
613,Shortest Distance in a Line,shortest-distance-in-a-line,Easy,80.20968232339726,True,database,database
614,Second Degree Follower,second-degree-follower,Medium,38.58823701579032,True,database,database
615,Average Salary: Departments VS Company,average-salary-departments-vs-company,Hard,56.02575467736668,True,database,database
616,Add Bold Tag in String,add-bold-tag-in-string,Medium,49.753613122995006,True,"array,hash-table,string,trie,string-matching",algorithms
617,Merge Two Binary Trees,merge-two-binary-trees,Easy,78.92414998696134,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
618,Students Report By Geography,students-report-by-geography,Hard,63.51157222665602,True,database,database
619,Biggest Single Number,biggest-single-number,Easy,62.51806430228704,False,database,database
620,Not Boring Movies,not-boring-movies,Easy,73.6025499610693,False,database,database
621,Task Scheduler,task-scheduler,Medium,59.915558075130136,False,"array,hash-table,greedy,sorting,heap-priority-queue,counting",algorithms
622,Design Circular Queue,design-circular-queue,Medium,51.44149097683274,False,"array,linked-list,design,queue",algorithms
623,Add One Row to Tree,add-one-row-to-tree,Medium,64.01722049682122,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
624,Maximum Distance in Arrays,maximum-distance-in-arrays,Medium,42.429706575099004,True,"array,greedy",algorithms
625,Minimum Factorization,minimum-factorization,Medium,33.59726149724661,True,"math,greedy",algorithms
626,Exchange Seats,exchange-seats,Medium,69.61907762723669,False,database,database
627,Swap Salary,swap-salary,Easy,83.25160910542118,False,database,database
628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,Easy,45.250217886361725,False,"array,math,sorting",algorithms
629,K Inverse Pairs Array,k-inverse-pairs-array,Hard,49.9431663985589,False,dynamic-programming,algorithms
630,Course Schedule III,course-schedule-iii,Hard,40.19671301234881,False,"array,greedy,sorting,heap-priority-queue",algorithms
631,Design Excel Sum Formula,design-excel-sum-formula,Hard,43.78171274722999,True,"array,graph,design,topological-sort,matrix",algorithms
632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,Hard,62.52386102394081,False,"array,hash-table,greedy,sliding-window,sorting,heap-priority-queue",algorithms
633,Sum of Square Numbers,sum-of-square-numbers,Medium,33.962533403779275,False,"math,two-pointers,binary-search",algorithms
634,Find the Derangement of An Array,find-the-derangement-of-an-array,Medium,41.89473684210526,True,"math,dynamic-programming",algorithms
635,Design Log Storage System,design-log-storage-system,Medium,61.205418081271226,True,"hash-table,string,design,ordered-set",algorithms
636,Exclusive Time of Functions,exclusive-time-of-functions,Medium,62.2355590181759,False,"array,stack",algorithms
637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,Easy,72.48793050753429,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
638,Shopping Offers,shopping-offers,Medium,52.13966581441595,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
639,Decode Ways II,decode-ways-ii,Hard,30.69402499699655,False,"string,dynamic-programming",algorithms
640,Solve the Equation,solve-the-equation,Medium,43.73617087516817,False,"math,string,simulation",algorithms
641,Design Circular Deque,design-circular-deque,Medium,56.883770728956385,False,"array,linked-list,design,queue",algorithms
642,Design Search Autocomplete System,design-search-autocomplete-system,Hard,48.91877271340195,True,"string,design,trie,sorting,heap-priority-queue,data-stream",algorithms
643,Maximum Average Subarray I,maximum-average-subarray-i,Easy,43.291820091413385,False,"array,sliding-window",algorithms
644,Maximum Average Subarray II,maximum-average-subarray-ii,Hard,36.689259833435486,True,"array,binary-search,prefix-sum",algorithms
645,Set Mismatch,set-mismatch,Easy,44.53519063055107,False,"array,hash-table,bit-manipulation,sorting",algorithms
646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,Medium,59.863691796294106,False,"array,dynamic-programming,greedy,sorting",algorithms
647,Palindromic Substrings,palindromic-substrings,Medium,70.13369783435137,False,"two-pointers,string,dynamic-programming",algorithms
648,Replace Words,replace-words,Medium,62.8791708221193,False,"array,hash-table,string,trie",algorithms
649,Dota2 Senate,dota2-senate,Medium,47.55067005576035,False,"string,greedy,queue",algorithms
650,2 Keys Keyboard,2-keys-keyboard,Medium,54.09507687967273,False,"math,dynamic-programming",algorithms
651,4 Keys Keyboard,4-keys-keyboard,Medium,55.797992021025166,True,"math,dynamic-programming",algorithms
652,Find Duplicate Subtrees,find-duplicate-subtrees,Medium,59.422247634841916,False,"hash-table,tree,depth-first-search,binary-tree",algorithms
653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,Easy,61.23204506804186,False,"hash-table,two-pointers,tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
654,Maximum Binary Tree,maximum-binary-tree,Medium,85.33535307957585,False,"array,divide-and-conquer,stack,tree,monotonic-stack,binary-tree",algorithms
655,Print Binary Tree,print-binary-tree,Medium,63.61394725245877,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
656,Coin Path,coin-path,Hard,32.069083058743324,True,"array,dynamic-programming",algorithms
657,Robot Return to Origin,robot-return-to-origin,Easy,75.71541282838622,False,"string,simulation",algorithms
658,Find K Closest Elements,find-k-closest-elements,Medium,47.39917028745367,False,"array,two-pointers,binary-search,sliding-window,sorting,heap-priority-queue",algorithms
659,Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,Medium,51.06191171665559,False,"array,hash-table,greedy,heap-priority-queue",algorithms
660,Remove 9,remove-9,Hard,57.394422737247766,True,math,algorithms
661,Image Smoother,image-smoother,Easy,67.28320863485834,False,"array,matrix",algorithms
662,Maximum Width of Binary Tree,maximum-width-of-binary-tree,Medium,42.98124055620817,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
663,Equal Tree Partition,equal-tree-partition,Medium,41.523681558616055,True,"tree,depth-first-search,binary-tree",algorithms
664,Strange Printer,strange-printer,Hard,54.94815224623758,False,"string,dynamic-programming",algorithms
665,Non-decreasing Array,non-decreasing-array,Medium,24.69343660208599,False,array,algorithms
666,Path Sum IV,path-sum-iv,Medium,61.156891258684766,True,"array,hash-table,tree,depth-first-search,binary-tree",algorithms
667,Beautiful Arrangement II,beautiful-arrangement-ii,Medium,60.1794023658687,False,"array,math",algorithms
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,Hard,51.6315434441618,False,"math,binary-search",algorithms
669,Trim a Binary Search Tree,trim-a-binary-search-tree,Medium,66.25961564598114,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
670,Maximum Swap,maximum-swap,Medium,48.70582957170574,False,"math,greedy",algorithms
671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,Easy,44.52790498529357,False,"tree,depth-first-search,binary-tree",algorithms
672,Bulb Switcher II,bulb-switcher-ii,Medium,50.09143990305167,False,"math,bit-manipulation,depth-first-search,breadth-first-search",algorithms
673,Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,Medium,47.98673554252435,False,"array,dynamic-programming,binary-indexed-tree,segment-tree",algorithms
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,Easy,50.222327215365915,False,array,algorithms
675,Cut Off Trees for Golf Event,cut-off-trees-for-golf-event,Hard,34.33967202552926,False,"array,breadth-first-search,heap-priority-queue,matrix",algorithms
676,Implement Magic Dictionary,implement-magic-dictionary,Medium,57.37796662866619,False,"hash-table,string,depth-first-search,design,trie",algorithms
677,Map Sum Pairs,map-sum-pairs,Medium,56.714899389554596,False,"hash-table,string,design,trie",algorithms
678,Valid Parenthesis String,valid-parenthesis-string,Medium,37.94875396760636,False,"string,dynamic-programming,stack,greedy",algorithms
679,24 Game,24-game,Hard,49.35950400191739,False,"array,math,backtracking",algorithms
680,Valid Palindrome II,valid-palindrome-ii,Easy,40.68660670111215,False,"two-pointers,string,greedy",algorithms
681,Next Closest Time,next-closest-time,Medium,46.63028390623249,True,"hash-table,string,backtracking,enumeration",algorithms
682,Baseball Game,baseball-game,Easy,76.22444221131931,False,"array,stack,simulation",algorithms
683,K Empty Slots,k-empty-slots,Hard,37.07285974499089,True,"array,binary-indexed-tree,sliding-window,ordered-set",algorithms
684,Redundant Connection,redundant-connection,Medium,62.87486396333425,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
685,Redundant Connection II,redundant-connection-ii,Hard,34.4413301873316,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
686,Repeated String Match,repeated-string-match,Medium,34.991895040778076,False,"string,string-matching",algorithms
687,Longest Univalue Path,longest-univalue-path,Medium,41.50649645390071,False,"tree,depth-first-search,binary-tree",algorithms
688,Knight Probability in Chessboard,knight-probability-in-chessboard,Medium,56.194770521061564,False,dynamic-programming,algorithms
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,Hard,49.96069027870592,False,"array,dynamic-programming",algorithms
690,Employee Importance,employee-importance,Medium,66.85085329217715,False,"array,hash-table,tree,depth-first-search,breadth-first-search",algorithms
691,Stickers to Spell Word,stickers-to-spell-word,Hard,48.65038057060671,False,"array,string,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
692,Top K Frequent Words,top-k-frequent-words,Medium,58.0180732698081,False,"hash-table,string,trie,sorting,heap-priority-queue,bucket-sort,counting",algorithms
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,Easy,62.43707876754061,False,bit-manipulation,algorithms
694,Number of Distinct Islands,number-of-distinct-islands,Medium,61.255860112721535,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
695,Max Area of Island,max-area-of-island,Medium,71.9743391811101,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
696,Count Binary Substrings,count-binary-substrings,Easy,65.55547118232212,False,"two-pointers,string",algorithms
697,Degree of an Array,degree-of-an-array,Easy,56.5724907063197,False,"array,hash-table",algorithms
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.36770851609081,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
699,Falling Squares,falling-squares,Hard,44.88550653400905,False,"array,segment-tree,ordered-set",algorithms
700,Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy,79.69359034401532,False,"tree,binary-search-tree,binary-tree",algorithms
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.77163538593842,False,"tree,binary-search-tree,binary-tree",algorithms
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium,72.11519202379804,True,"array,binary-search,interactive",algorithms
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy,56.8019017566359,False,"tree,design,binary-search-tree,heap-priority-queue,binary-tree,data-stream",algorithms
704,Binary Search,binary-search,Easy,57.50885847328816,False,"array,binary-search",algorithms
705,Design HashSet,design-hashset,Easy,66.8502288694565,False,"array,hash-table,linked-list,design,hash-function",algorithms
706,Design HashMap,design-hashmap,Easy,65.59597470592236,False,"array,hash-table,linked-list,design,hash-function",algorithms
707,Design Linked List,design-linked-list,Medium,28.184908753613186,False,"linked-list,design",algorithms
708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium,36.10886817576564,True,linked-list,algorithms
709,To Lower Case,to-lower-case,Easy,83.346823246594,False,string,algorithms
710,Random Pick with Blacklist,random-pick-with-blacklist,Hard,33.42035717145831,False,"array,hash-table,math,binary-search,sorting,randomized",algorithms
711,Number of Distinct Islands II,number-of-distinct-islands-ii,Hard,52.94286947762268,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,65.08906106655282,False,"string,dynamic-programming",algorithms
713,Subarray Product Less Than K,subarray-product-less-than-k,Medium,51.339564340058274,False,"array,sliding-window",algorithms
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,68.51364811051799,False,"array,dynamic-programming,greedy",algorithms
715,Range Module,range-module,Hard,44.043585185001646,False,"design,segment-tree,ordered-set",algorithms
716,Max Stack,max-stack,Hard,45.03730897803248,True,"linked-list,stack,design,doubly-linked-list,ordered-set",algorithms
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Easy,45.24640068884391,False,array,algorithms
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,50.95375061061218,False,"array,binary-search,dynamic-programming,sliding-window,rolling-hash,hash-function",algorithms
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,Hard,37.98184310274807,False,"array,two-pointers,binary-search,sorting",algorithms
720,Longest Word in Dictionary,longest-word-in-dictionary,Medium,52.393808744836,False,"array,hash-table,string,trie,sorting",algorithms
721,Accounts Merge,accounts-merge,Medium,57.17459968770594,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting",algorithms
722,Remove Comments,remove-comments,Medium,38.6260443644954,False,"array,string",algorithms
723,Candy Crush,candy-crush,Medium,76.88197273832633,True,"array,two-pointers,matrix,simulation",algorithms
724,Find Pivot Index,find-pivot-index,Easy,57.56819764804113,False,"array,prefix-sum",algorithms
725,Split Linked List in Parts,split-linked-list-in-parts,Medium,64.04668681039313,False,linked-list,algorithms
726,Number of Atoms,number-of-atoms,Hard,52.84957901409834,False,"hash-table,string,stack,sorting",algorithms
727,Minimum Window Subsequence,minimum-window-subsequence,Hard,43.42169916182062,True,"string,dynamic-programming,sliding-window",algorithms
728,Self Dividing Numbers,self-dividing-numbers,Easy,78.5682518349711,False,math,algorithms
